1020,合庫證券,0,842,0,14965
1021,合庫- 台中,0,902,0,22883
1023,合庫-高雄,0,863,0,11999
1024,合庫-嘉義,0,493,0,3069
1028,合庫-彰化,0,472,0,2027
1029,合庫-鳳山,0,557,0,3924
0031003000320043,合庫-自強,0,760,0,7082
0031003000320041,合庫-新竹,0,428,0,2284
1030,土銀,0,444,0,3423
1031,土銀-台中,0,381,0,2100
1032,土銀-台南,0,268,0,2111
1035,土銀-新竹,0,543,0,4167
1037,土銀-花蓮,0,289,0,1194
1038,土銀-和平,1,230,1,1046
0031003000330046,土銀-南港,0,217,0,1414
0031003000330042,土銀-彰化,0,228,0,1373
1040,臺銀,0,1080,0,24189
1043,臺銀-民權,0,894,0,13523
1045,臺銀-新竹,0,733,0,6269
0031003000340044,臺銀-金山,0,832,0,9870
1119,台灣企銀-岡山,0,187,0,561
1161,日盛-忠孝,0,809,0,12327
1162,日盛-台南,0,680,0,4901
1165,日盛-板橋,0,984,0,13756
1169,日盛-士林,0,729,0,7247
0031003100360043,日盛-八德,0,833,0,8784
0031003100360072,日盛-文化,0,580,0,5236
003100310036004e,日盛-永康,0,687,0,5071
003100310036004b,日盛-花蓮,0,696,0,5222
003100310036004d,日盛-屏東,0,488,0,2858
0031003100360046,日盛-員林,0,874,0,11259
0031003100360047,日盛-景美,0,904,0,10423
0031003100360053,日盛-新莊,0,753,0,9564
0031003100360069,日盛-樹林,0,884,0,10697
0031003100360063,日盛-豐原,0,477,0,3344
1230,彰銀,0,407,0,3088
1233,彰銀-台中,0,505,0,2740
1261,宏遠-民生,0,290,0,1469
1262,宏遠-桃園,0,507,0,3107
0031003200360058,宏遠-新化,0,321,0,1782
0031003200360055,宏遠-館前,0,684,0,7249
1360,港商麥格理,0,478,0,49434
1440,美林,0,1683,0,538175
1470,台灣摩根士丹利,0,1710,0,452494
1480,美商高盛,0,1527,0,178793
1520,瑞士信貸,0,1619,0,475900
1590,花旗環球,0,684,0,121922
1650,新加坡商瑞銀,0,1161,0,180780
5050,大展,0,771,0,11124
5260,大慶,0,437,0,2232
5263,大慶-泰山,0,427,0,4377
5267,大慶-基隆,0,411,0,1931
5268,大慶-台南,2,404,5,2978
0035003200360041,大慶-中和,0,381,0,1729
5320,高橋,0,876,0,7849
5323,高橋-內壢,0,457,0,2409
5380,第一金,0,573,0,7578
5384,第一金-台南,0,810,0,8356
5385,第一金-桃園,0,781,0,8998
5389,第一金-中山,0,390,0,1911
003500330038006a,第一金-安和,0,528,0,3740
0035003300380044,第一金-忠孝,0,578,0,4860
0035003300380050,第一金-路竹,0,776,0,6621
5603,永興-台中,0,390,0,1995
5660,日進,0,612,0,4106
5850,統一,0,1219,0,79365
5856,統一-台中,0,867,0,10886
5857,統一-新竹,0,788,0,9950
5858,統一-嘉義,0,648,0,10312
5859,統一-屏東,0,657,0,3759
003500380035004d,統一-士林,0,796,0,13025
0035003800350063,統一-仁愛,0,840,0,19080
0035003800350062,統一-內湖,0,586,0,8292
0035003800350052,統一-汐止,0,571,0,5673
003500380035005a,統一-松江,0,438,0,3540
0035003800350057,統一-金門,0,299,0,1283
0035003800350055,統一-南京,0,851,0,14862
0035003800350041,統一-基隆,0,614,0,5850
0035003800350044,統一-新台中,0,607,0,5345
0035003800350045,統一-新營,0,383,0,2944
0035003800350046,統一-彰化,0,590,0,5649
5860,盈溢,1,135,1,342
5922,元富-新店,0,818,0,9030
5926,元富-四維,0,523,0,3294
003500390032006c,元富-大裕,0,855,0,16623
0035003900320067,元富-中原,0,592,0,7482
003500390032004c,元富-中壢,2,550,3,2745
0035003900320056,元富-民權,0,436,0,1822
003500390032005a,元富-安南,0,682,0,4888
003500390032006d,元富-成功,0,851,0,9210
003500390032006e,元富-西松,0,631,0,9250
0035003900320064,元富-延平,0,481,0,3338
0035003900320045,元富-城中,0,611,0,7228
0035003900320059,元富-埔里,0,398,0,2280
0035003900320053,元富-基隆,0,520,0,3312
0035003900320051,元富-敦南,0,792,0,16181
003500390032006f,元富-新興,0,649,0,6480
003500390032004d,元富-彰化,0,552,0,2852
0035003900320043,元富-潮州,0,602,0,3729
0035003900320041,元富-緯城,0,818,0,8866
5960,日茂,0,576,0,3639
6110,台中銀,0,672,0,6658
6380,光和,0,542,0,3299
6381,光和-溪湖,0,470,0,2687
0036003300380041,光和-嘉義,0,549,0,2784
6450,永全,0,565,0,3554
6451,永全-南崁,0,492,0,3976
6452,永全-八德,0,487,0,2926
6461,大昌-樹林,0,784,0,8841
6462,大昌-安康,0,664,0,6139
6464,大昌-新店,0,1019,0,14886
6465,大昌-桃園,0,647,0,8561
6913,德信-新營,0,490,0,3301
6950,福勝,0,669,0,5246
7791,國票-台東,0,397,0,3306
7795,國票-南港,0,596,0,4346
003700370039006d,國票-中港,0,535,0,3094
003700370039004a,國票-北高雄,0,700,0,8363
0037003700390044,國票-台南,0,636,0,3716
0037003700390072,國票-桃園,0,546,0,4057
003700370039007a,國票-博愛,0,827,0,11255
0037003700390063,國票-敦北法人,0,722,0,19226
0037003700390047,國票-新莊,0,557,0,5873
0037003700390057,國票-彰化,1,421,22,12704
8150,台新證券,0,1325,0,71314
8156,台新-三民,0,852,0,10997
8157,台新-左楠,0,800,0,6542
8159,台新-台南,0,805,0,9529
0038003100350042,台新-台中,0,1073,0,20686
8380,安泰,0,839,0,6338
8381,安泰-大發,1,416,1,2494
8450,康和,0,582,0,7967
8459,康和-嘉義,0,702,0,11669
0038003400350041,康和-內湖,0,749,0,27263
0038003400350055,康和-台北,0,598,0,5081
8490,萬泰,0,397,0,2058
8520,中農,0,585,0,4655
8560,新光,0,1515,0,170409
8580,聯邦商銀,0,414,0,4923
8581,聯邦-高雄,0,346,0,1706
8582,聯邦-嘉義,5,205,23,826
8587,聯邦-興中,1,192,1,1682
8710,陽信,0,588,0,4413
8711,陽信-石牌,0,699,0,8408
8844,玉山-松江,0,758,0,6696
8849,玉山-台大,0,721,0,8241
0038003800340045,玉山-城中,0,964,0,21029
8880,國泰證券,0,1337,0,85033
8882,國泰-台中,0,1078,0,16908
8884,國泰-台南,0,607,0,3344
003800380038004b,國泰-板橋,0,1072,0,18527
8900,法銀巴黎,0,174,0,8297
9100,群益金鼎,0,908,0,26404
9103,群益金鼎-松山,0,532,0,5680
9134,群益金鼎-開元,0,750,0,4773
9137,群益金鼎-士林,0,609,0,3854
9138,群益金鼎-中港,0,491,0,3401
9187,群益金鼎-彰化,0,882,0,10272
9189,群益金鼎-桃園,0,776,0,6481
0039003100380067,群益金鼎-大甲,0,826,0,8236
0039003100380073,群益金鼎-丹鳳,0,622,0,4533
0039003100330052,群益金鼎-北高雄,0,670,0,5156
003900310038004a,群益金鼎-永和,0,822,0,9093
0039003100380078,群益金鼎-延平,0,577,0,6265
0039003100380057,群益金鼎-忠孝,0,502,0,4482
003900310038004b,群益金鼎-東湖,0,650,0,4748
0039003100380042,群益金鼎-板橋,0,560,0,5463
0039003100330067,群益金鼎-南三重,0,672,0,5522
0039003100380046,群益金鼎-新店,0,639,0,6467
0039003100380075,群益金鼎-瑞豐,0,674,0,4888
0039003100380063,群益金鼎-鳳山,0,779,0,6984
0039003100330044,群益金鼎-潭子,0,629,0,5209
0039003100330059,群益金鼎-館前,0,626,0,5281
9200,凱基,0,498,0,32586
9202,凱基-中港,0,842,0,11986
9204,凱基-台中,0,656,0,7179
9211,凱基-台南,0,908,0,16317
9215,凱基-高美館,0,866,0,14068
9216,凱基-信義,0,703,0,10710
9226,凱基-汐止,0,568,0,4195
9229,凱基-中山,0,879,0,11695
9232,凱基-建成,0,576,0,4727
9233,凱基-長庚,0,690,0,6536
9234,凱基-竹北,0,807,0,6894
9237,凱基-敦北,0,533,0,5437
9255,凱基-和平,0,617,0,5103
