1020,合庫證券,0,692,0,9784
1021,合庫- 台中,0,665,0,15482
1022,合庫-台南,0,504,0,6090
1023,合庫-高雄,0,594,0,6627
1024,合庫-嘉義,0,352,0,2221
1025,合庫-基隆,0,403,0,2723
1028,合庫-彰化,0,382,0,1902
1029,合庫-鳳山,0,400,0,2406
0031003000320047,合庫-三重,0,379,0,2316
0031003000320043,合庫-自強,0,627,0,6882
0031003000320046,合庫-西台中,0,430,0,3349
0031003000320045,合庫-桃園,0,553,0,4614
0031003000320041,合庫-新竹,0,326,0,1365
1030,土銀,0,336,0,2247
1031,土銀-台中,0,268,0,1418
1032,土銀-台南,0,205,0,3602
1033,土銀-高雄,0,215,0,1200
1034,土銀-嘉義,0,285,0,1842
1035,土銀-新竹,0,387,0,2338
1036,土銀-玉里,1,208,2,1058
1037,土銀-花蓮,0,226,0,856
1038,土銀-和平,0,160,0,581
1039,土銀-士林,0,185,0,687
0031003000330043,土銀-白河,0,221,0,988
0031003000330046,土銀-南港,0,220,0,1592
0031003000330041,土銀-建國,0,243,0,1332
0031003000330042,土銀-彰化,0,194,0,1271
1040,臺銀,0,740,0,13795
1041,臺銀-鳳山,0,732,0,9895
1042,臺銀-臺南,0,717,0,14377
1043,臺銀-民權,0,682,0,10178
1045,臺銀-新竹,0,586,0,6034
0031003000340044,臺銀-金山,0,623,0,6920
0031003000340043,臺銀-高雄,0,575,0,5905
0031003000340041,臺銀-臺中,0,788,0,12116
1111,台灣企銀-台中,0,309,0,2107
1113,台灣企銀-九如,0,208,0,1531
1114,台灣企銀-嘉義,0,279,0,1566
1115,台灣企銀-太平,0,361,0,1898
1116,台灣企銀-屏東,0,160,0,420
1117,台灣企銀-竹北,0,221,0,1571
1118,台灣企銀-豐原,0,241,0,1829
1119,台灣企銀-岡山,0,195,0,926
0031003100310043,台灣企銀-三民,0,149,0,841
0031003100310046,台灣企銀-北高雄,0,143,0,429
0031003100310041,台灣企銀-民雄,0,227,0,903
0031003100310042,台灣企銀-建成,0,219,0,1088
0031003100310044,臺灣企銀-台北(停),0,240,0,1119
0031003100310047,臺灣企銀-埔墘,0,198,0,1015
0031003100310045,臺灣企銀-桃園,0,318,0,2177
1160,日盛證券,0,883,0,31422
1161,日盛-忠孝,0,629,0,8041
1162,日盛-台南,0,535,0,4712
1163,日盛-台中,0,676,0,12963
1164,日盛-內湖,0,458,0,4861
1165,日盛-板橋,0,754,0,12480
1166,日盛-雙和,0,719,0,9207
