1020,合庫證券,0,972,0,15994
1021,合庫- 台中,0,961,0,20535
1028,合庫-彰化,0,595,0,3218
0031003000320045,合庫-桃園,0,801,0,7063
1035,土銀-新竹,0,617,0,3961
1038,土銀-和平,0,250,0,806
0031003000340044,臺銀-金山,0,965,0,13242
0031003000340041,臺銀-臺中,0,1232,0,18350
0031003100310041,台灣企銀-民雄,0,389,0,1612
0031003100310044,臺灣企銀-台北(停),0,339,0,1501
1160,日盛證券,0,1251,0,36236
1165,日盛-板橋,0,1099,0,17679
003100310036004c,日盛-大墩,0,898,0,9586
003100310036005a,日盛-中和,0,989,0,11991
003100310036006b,日盛-北高雄,0,790,0,7483
003100310036004b,日盛-花蓮,0,768,0,6435
003100310036004d,日盛-屏東,0,609,0,4481
0031003100360048,日盛-新竹,0,970,0,8174
0031003100360067,日盛-龍潭,0,422,0,1565
1260,宏遠證券,0,931,0,34091
1261,宏遠-民生,0,363,0,1830
1262,宏遠-桃園,0,548,0,3957
1360,港商麥格理,0,438,0,47569
1380,台灣匯立證券,0,429,0,72161
1440,美林,0,1871,0,502462
1470,台灣摩根士丹利,0,1783,0,383707
1480,美商高盛,0,1626,0,204332
1520,瑞士信貸,0,1604,0,414484
1530,港商德意志,0,165,0,12407
1590,花旗環球,0,624,0,98535
1650,新加坡商瑞銀,0,1168,0,194409
5260,大慶,0,612,0,4610
5264,大慶-高雄,0,351,0,2531
5321,高橋-龍潭,0,879,0,6711
5323,高橋-內壢,0,510,0,2490
5384,第一金-台南,0,884,0,8438
5387,第一金-澎湖,0,580,0,3541
0035003300380047,第一金-中和(停),0,654,0,3819
0035003300380042,第一金-新竹,0,643,0,7440
0035003300380049,第一金-頭份,0,649,0,5504
5856,統一-台中,0,1046,0,17043
5858,統一-嘉義,0,810,0,16502
003500380035004d,統一-士林,0,935,0,23193
0035003800350062,統一-內湖,0,756,0,10669
003500380035006d,統一-竹南,0,520,0,4359
5920,元富,0,1044,0,39694
5929,元富-台南,0,648,0,5020
003500390032004c,元富-中壢,0,643,0,5798
0035003900320057,元富-吉利,0,753,0,5336
003500390032004e,元富-虎尾,0,664,0,6288
0035003900320048,元富-信義,0,591,0,4662
0035003900320071,元富-屏東,0,748,0,8763
0035003900320076,元富-桃園,0,841,0,5914
0035003900320041,元富-緯城,0,1017,0,10397
6110,台中銀,0,821,0,7281
6165,中國信託-新竹,0,885,0,9299
6210,新百王,0,962,0,19697
6450,永全,0,710,0,4758
7791,國票-台東,0,536,0,7112
7795,國票-南港,0,699,0,5872
003700370039004a,國票-北高雄,0,846,0,12263
0037003700390075,國票-長城,0,873,0,20278
8152,台新-新莊,0,808,0,7897
0038003100350041,台新-高雄,0,1326,0,30280
8440,摩根大通,0,1434,0,411043
0038003400350042,康和-永和,0,529,0,3737
8565,新光-桃園,0,1079,0,17731
8582,聯邦-嘉義,1,238,1,851
8583,聯邦-敦化,0,333,0,1658
8711,陽信-石牌,0,824,0,10817
8842,玉山-新莊,0,946,0,9982
8844,玉山-松江,0,834,0,6399
8848,玉山-嘉義,0,879,0,9325
003800380034004a,玉山-大里,0,816,0,7962
0038003800340043,玉山-南京東路,0,749,0,6435
8880,國泰證券,0,1403,0,94976
0038003800380041,國泰-館前,0,1192,0,23113
8890,大和國泰,0,80,0,5718
8960,香港上海匯豐,0,293,0,29769
9105,群益金鼎-高盛,0,893,0,10653
9187,群益金鼎-彰化,0,960,0,10385
0039003100380067,群益金鼎-大甲,0,966,0,10358
0039003100380069,群益金鼎-竹南,0,785,0,5960
0039003100380042,群益金鼎-板橋,0,581,0,5494
0039003100330055,群益金鼎-崇德,0,663,0,4709
0039003100380047,群益金鼎-新莊,0,877,0,8904
003900310038004d,群益金鼎-嘉義,0,961,0,9520
9215,凱基-高美館,0,1069,0,14491
9224,凱基-新莊,0,546,0,5145
9268,凱基-台北,0,1537,0,120320
9274,凱基-鳳山,0,949,0,10962
9281,凱基-斗六,0,390,0,2333
9285,凱基-中壢,0,1005,0,8692
9298,凱基-延平,0,463,0,2543
0039003200310046,凱基-天母,1,393,1,2339
0039003200310043,凱基-民權,0,465,0,3105
0039003200300041,凱基-板橋,0,985,0,11296
0039003200300047,凱基-彰化,0,957,0,11410
0039003200300043,凱基-雙和,0,707,0,6150
9300,華南永昌,0,1420,0,48929
9309,華南永昌-古亭,0,609,0,5052
9325,華南永昌-忠孝,0,423,0,2813
9337,華南永昌-內壢,0,676,0,6779
9359,華南永昌-中正,0,1091,0,51058
9362,華南永昌-苗栗,0,702,0,7865
9381,華南永昌-斗南,0,480,0,3030
9604,富邦-陽明,0,1090,0,15873
9627,富邦-內湖,0,816,0,6143
9651,富邦-民生,0,1152,0,17206
9659,富邦-高雄,0,1198,0,27747
9661,富邦-新店,0,945,0,17001
9676,富邦-仁愛,0,1108,0,19231
9679,富邦-延吉,0,1108,0,14986
9812,元大-台中,0,867,0,7947
9813,元大-八德,0,804,0,6404
9814,元大-大益,0,973,0,9432
9815,元大-大灣,0,689,0,5114
9829,元大-永康,0,612,0,4303
9835,元大-員林中山,0,818,0,9437
9837,元大-北港,0,775,0,4785
9863,元大-新和平,0,827,0,8868
9875,元大-土城永寧,0,1025,0,13822
9893,元大-大天母,0,924,0,8035
9897,元大-土城,0,795,0,7739
9899,元大-淡水,0,862,0,8215
0039003800380043,元大-三重,0,405,0,1937
0039003800330047,元大-上新莊,0,687,0,5909
0039003800390065,元大-中和,0,757,0,5002
003900380039004e,元大-內湖,0,1051,0,12495
0039003800320043,元大-六合,0,933,0,13770
0039003800310051,元大-太平,0,871,0,6557
0039003800390042,元大-台中中港,0,865,0,5751
0039003800390044,元大-左營,0,932,0,7743
0039003800310065,元大-佳里,0,646,0,4332
0039003800390066,元大-東港,0,557,0,3124
0039003800310070,元大-松山,0,869,0,9829
003900380031004e,元大-金門,0,599,0,4139
0039003800300051,元大-南崁,0,493,0,2662
0039003800310068,元大-屏東民生,0,885,0,9592
0039003800390046,元大-高雄,0,964,0,11620
0039003800310053,元大-崇德,0,850,0,6436
0039003800390053,元大-鹿港,0,909,0,9096
0039003800340048,元大-景美,0,836,0,7734
0039003800310045,元大-發財,0,809,0,6766
0039003800310079,元大-善化,0,862,0,8712
0039003800340043,元大-新店中正,0,873,0,5785
0039003800350043,元大-鳳中,0,847,0,7068
1029,合庫-鳳山,0,579,0,2956
1033,土銀-高雄,0,282,0,1295
0031003000330046,土銀-南港,0,303,0,1669
1040,臺銀,0,1093,0,17115
1042,臺銀-臺南,0,1081,0,14303
1045,臺銀-新竹,0,898,0,10386
0031003000340043,臺銀-高雄,0,918,0,8386
1113,台灣企銀-九如,1,242,1,1902
1167,日盛-嘉義,0,699,0,5802
1169,日盛-士林,0,849,0,8711
0031003100360053,日盛-新莊,0,951,0,11577
1232,彰銀-七賢,0,333,0,1286
0031003200360051,宏遠-高雄,0,703,0,9148
0031003200360055,宏遠-館前,0,850,0,7768
1560,港商野村,0,311,0,29817
5050,大展,0,844,0,10395
5380,第一金,0,643,0,12364
5383,第一金-高雄,0,818,0,12524
5852,統一-敦南,0,851,0,14761
0035003800350056,統一-古亭,0,613,0,4910
0035003800350050,統一-板橋,0,682,0,33596
5861,盈溢-籬子內,0,271,0,779
5862,盈溢-楠梓,0,187,0,444
5961,日茂-埔里,0,206,0,1000
6010,(牛牛牛)亞證券,2,178,21,1025
6012,(牛牛牛)亞-網路,0,767,0,5884
0036003000310064,(牛牛牛)亞-鑫豐,0,1321,0,28364
6114,台中銀-員林,0,613,0,3259
6160,中國信託,0,1050,0,21522
6161,中國信託-三重,0,601,0,4044
0036003300380044,光和-高雄,0,659,0,3756
6915,德信-和平,0,457,0,2535
7792,國票-北投,0,629,0,3848
0037003700390063,國票-敦北法人,0,926,0,20576
8151,台新-建北,0,789,0,7955
8450,康和,0,749,0,10466
8455,康和-台中,0,878,0,9027
0038003400350055,康和-台北,0,668,0,8356
8580,聯邦商銀,0,494,0,6845
8581,聯邦-高雄,0,409,0,2301
8840,玉山,0,1198,0,24866
9100,群益金鼎,0,1201,0,32067
9183,群益金鼎-高雄,0,863,0,7596
0039003100380078,群益金鼎-延平,0,692,0,8420
9200,凱基,0,626,0,44051
9206,凱基-高雄,0,722,0,8686
9256,凱基-南崁,0,709,0,6900
003900320030004e,凱基-湖口,0,796,0,6261
9314,華南永昌-嘉義,0,490,0,2779
9358,華南永昌-東勢,0,541,0,3284
9369,華南永昌-三重,0,621,0,5588
9600,富邦證券,0,795,0,50263
9623,富邦-台北,0,1458,0,46680
9657,富邦-苗栗,0,682,0,4703
9663,富邦-敦南,0,1045,0,21710
0039003600390043,富邦-北港,0,764,0,7558
9800,元大證券,0,1159,0,119698
9862,元大-南京,0,875,0,10074
9871,元大-忠孝,0,974,0,12013
9878,元大-金華,0,734,0,6902
003900380039005a,元大-小港,0,841,0,10854
0039003800300064,元大-沙鹿,0,958,0,9028
