2018,電子通路業,54,32,18,4,59.26,33.33,7.41
2018,電子零組件業,863,428,326,109,49.59,37.78,12.63
2018,電機機械,183,86,80,17,46.99,43.72,9.29
2018,電腦及週邊設備業,396,178,138,80,44.95,34.85,20.2
2018,食品工業,26,12,5,9,46.15,19.23,34.62
2017,保險業,2,1,1,0,50.0,50.0,0.0
2017,光電業,586,311,202,73,53.07,34.47,12.46
2017,其他業,232,108,82,42,46.55,35.34,18.1
2017,其他電子業,196,103,78,15,52.55,39.8,7.65
2017,化學工業,57,30,21,6,52.63,36.84,10.53
2017,半導體業,541,282,212,47,52.13,39.19,8.69
2017,塑膠工業,20,9,9,2,45.0,45.0,10.0
2017,建材營造業,135,62,46,27,45.93,34.07,20.0
2017,文化創意業,96,47,41,8,48.96,42.71,8.33
2017,橡膠工業,6,2,4,0,33.33,66.67,0.0
2017,水泥工業,3,3,0,0,100.0,0.0,0.0
2017,汽車工業,60,33,22,5,55.0,36.67,8.33
2017,油電燃氣業,1,1,0,0,100.0,0.0,0.0
2017,玻璃陶瓷,4,3,1,0,75.0,25.0,0.0
2017,生技醫療業,166,70,81,15,42.17,48.8,9.04
2017,紡織纖維,153,68,53,32,44.44,34.64,20.92
2017,航運業,17,8,8,1,47.06,47.06,5.88
2017,觀光事業,63,35,18,10,55.56,28.57,15.87
2017,證券業,11,1,7,3,9.09,63.64,27.27
2017,貿易百貨業,32,15,11,6,46.88,34.38,18.75
2017,資訊服務業,60,36,20,4,60.0,33.33,6.67
2017,農業科技業,8,4,3,1,50.0,37.5,12.5
2017,通信網路業,208,105,78,25,50.48,37.5,12.02
2017,造紙工業,23,10,12,1,43.48,52.17,4.35
2017,金控業,0,0,0,0,0,0,0
2017,銀行業,0,0,0,0,0,0,0
2017,鋼鐵工業,56,26,27,3,46.43,48.21,5.36
2017,電器電纜,26,18,6,2,69.23,23.08,7.69
2017,電子商務,30,18,8,4,60.0,26.67,13.33
2017,電子通路業,41,22,15,4,53.66,36.59,9.76
2017,電子零組件業,707,359,269,79,50.78,38.05,11.17
2017,電機機械,207,95,82,30,45.89,39.61,14.49
2017,電腦及週邊設備業,269,137,95,37,50.93,35.32,13.75
